temperature_00,wind_direction_00,wind_speed_00,temperature_08,wind_direction_08,wind_speed_08,temperature_16,wind_direction_16,wind_speed_16,power
8.211506843566895,320.2273,3.6380572,11.474029858907066,288.6935,5.5211854,11.730881690979006,292.2974,6.0936513,1510.6179
9.834625244140623,334.14398,3.647359,11.165335337320961,269.94022,3.6638462999999994,12.06600856781006,312.41168,6.579111999999999,1574.8596
8.453341992696112,270.622,7.690086,7.209901364644371,276.37512000000004,5.0680914,6.192251968383785,292.3073,3.8863626000000004,2489.4563
3.4089598337809304,109.13637,4.1364484,6.035995928446454,114.73055,10.621058,8.013558260599762,110.999146,13.357351000000001,6210.03
7.636822191874177,107.61563000000001,14.348557000000001,8.401374880472824,103.53426999999999,12.791902,8.718411127726235,104.79253,10.532136999999999,8883.644
8.909346707661932,108.4905,8.91292,8.295558420817061,104.161964,11.611632,8.995638147989894,104.52268000000001,11.130321,7839.6140000000005
9.126379776000961,104.849075,13.850063,9.455799102783203,98.76709,12.9689,9.639401181538881,98.06975,9.717761999999999,8690.401
7.342126019795729,96.81295,9.049007000000001,9.219519106547038,101.52531,6.335171,9.308315594991047,109.21162,4.289562999999999,3273.9092
8.283682505289713,99.42229,6.7746059999999995,9.569225629170738,94.63559000000001,3.7915339999999995,10.14479020436603,149.2798,1.9760768,1395.6132
8.076262919108059,99.8447,8.501809,9.091498438517256,125.42968,6.513944599999999,9.650819396972643,304.22372,5.156077400000001,3767.6333
6.3997767766316676,291.60916000000003,4.785851999999999,5.771050898234052,248.10172999999998,1.9939616999999998,4.905117797851571,53.85312,3.4278271,804.3914
4.5488447825114005,108.60408000000001,8.409395,6.589371744791671,100.66164,8.1012945,8.500213177998848,242.98803999999998,5.3030925,4501.2007
5.602186648050946,262.94552999999996,6.326568,4.619673220316574,268.6054,1.1764796999999998,4.192011324564625,147.67911999999998,3.226815,1160.6782
1.238887914021808,145.42403000000002,2.4688122000000003,3.775845654805505,111.989975,5.465478,3.469375737508147,118.01706999999999,1.8049080000000002,725.5031
0.0798681259155279,177.78462,1.4900177,2.113069661458334,293.44223,4.1575456,3.0428579330444427,236.46517999999998,5.257619,1340.9023
2.4071542104085317,157.01483000000002,1.2779675,6.556653467814129,189.26672,4.814006299999999,8.275627136230463,187.35887,10.864139999999999,3358.8520000000003
9.221058718363444,177.61893999999998,8.060722,12.212073961893715,194.40881000000002,10.37327,11.08206272125244,144.27675,4.7117925000000005,4542.844
8.782196998596191,209.18777,4.316935,10.398204485575356,264.908,3.0337017000000004,9.984882990519196,218.34162999999998,2.0828547,603.15576
7.352867889404287,117.57921,1.4374341999999998,7.638927396138513,108.87686000000001,3.358182,9.376070785522444,208.27335,1.63732,259.42400000000004
8.878597704569485,253.72404,1.1826828,7.358191935221348,254.44738999999998,1.1250467,7.448508389790845,287.66647,2.620663,217.77627999999999
6.323618698120113,237.83356,2.9705,5.854138501485193,276.98285,3.6995397000000003,3.9950600941976,331.79245,4.7228847,723.72675
2.246784973144536,258.3719,3.9615858,3.3611397425333687,181.63992,3.3350675,5.580834197998052,108.62518999999999,6.8979615999999995,1772.9685
4.6730859756469805,112.85371,9.556317,7.211089706420901,106.54571499999999,8.478407,7.099087206522616,104.76853,3.270326,4436.5586
5.301416842142747,111.56565,5.7906413,7.214276313781742,109.03613,7.5918220000000005,7.072614479064933,116.90315,12.52,4934.009
4.934248415629077,109.09156999999999,15.194041,7.140302785237628,98.74580999999999,12.581010000000001,8.331242688496895,104.6833,7.1792169999999995,7417.066999999999
5.625579643249514,109.29113999999998,4.1356915999999995,5.707825342814133,108.45454,3.5645816,6.725204976399733,64.66727,1.8726888,492.1615
3.5413075764974016,112.019485,4.2167554,6.8491393407185885,104.35712,7.5075555,6.775392532348628,105.59803000000001,6.5049777,2596.2966
4.018078613281257,100.2341,8.06714,6.414725812276207,98.04332,7.3447204,6.407795651753736,172.38371,3.3993702000000003,3177.8115
3.642486699422207,312.80032,3.7927839999999997,6.053211021423342,307.63635,3.9022605,4.659144846598316,287.14566,4.698425,1241.4419
3.6040037155151423,88.97649,2.7052546000000004,5.7611071268717495,269.96594,2.5075426,5.723217455546063,206.8241,3.8018410000000005,525.4355
3.371274121602384,239.1371,1.9871634999999999,4.573386637369798,279.6028,2.4138296,6.178129323323571,236.07093999999998,2.0503829,241.78355
8.293490473429358,174.74438,8.380218,8.200916353861496,201.54765,6.412016,8.081032498677558,250.51349,10.853076,5292.044
6.166909344991049,297.81207,6.133806,6.36336530049642,189.57869,3.9648972000000002,7.537058003743482,192.74986,6.619881599999999,2104.491
6.131031163533528,259.31763,9.674641000000001,4.764015960693366,256.82333,7.9054017000000005,3.4286551157633536,276.99167,4.4576373,4264.6025
0.24588152567545615,167.63326,2.7844342999999996,2.6703473409016945,102.23091,7.2946979999999995,5.127382405598967,98.467476,9.166236,3686.9285
5.411898740132656,94.123436,9.900444,6.817408688863115,81.19604,4.648296,5.394971338907887,309.6157,2.4535809,3160.4792
5.046951421101896,324.08437999999995,2.560993,7.780558586120608,321.46587999999997,2.6927857000000004,8.974235661824537,284.7985,4.758229,547.3007
6.798851712544752,259.82,9.331911999999999,4.382226435343431,281.0425,5.241396,3.07557563781739,161.75175,5.1927567,3374.1584
3.370542017618821,102.965614,10.600708000000001,5.181364186604824,123.9713,6.135972,5.455018806457527,282.35544,6.8106728,5119.63
2.43257726033529,250.15017999999998,6.643511,2.57341175079346,259.70694,5.501322,2.299683698018398,270.39545,5.061178,2176.5874
0.8315971374511696,285.89038,3.0746162,0.5794567743937175,179.28333,1.0364426,1.9791219711303725,113.01783999999999,1.1320968999999999,292.71117999999996
4.169187037150071,177.91685,6.263589,4.907038180033372,263.78652999999997,8.523924000000001,4.564530181884773,302.42322,5.5050654,3718.0209999999997
3.995430119832363,334.75928,2.2431183,7.449753634134932,277.82632,9.108348,4.973306846618661,263.7547,9.799821000000001,3850.3718
3.869903373718268,252.89862000000002,9.236044999999999,3.3115804672241254,266.2796,7.096183,1.1603321711222387,268.4854,3.4216742999999994,3756.5068
0.16338456471761087,108.03408,8.19105,3.4016327540079785,98.89599,13.611269,7.22833010355631,97.47078,14.028142,8140.391
9.057713508605948,97.09770999999999,13.512689000000002,8.93447462717692,98.468765,12.721786999999999,9.872296651204428,125.92253999999998,7.791116000000001,7721.2573
8.844113413492826,186.68129,4.118447,9.385685539245609,229.40387,3.2251863,9.09370199839274,225.88191,3.8724627000000003,609.33154
9.302559852600098,170.75616000000002,8.948335,8.282787640889486,165.445,14.799674,8.198389625549316,194.10187,8.977188,5617.9062
8.052439371744791,162.05786,18.253168,8.322035217285151,215.36484,17.977219,7.005617332458487,240.9937,15.159939999999999,7750.4272
4.716180928548185,243.49265,13.227967000000001,3.932026036580409,171.4447,4.218254,3.007426706949877,170.23715,2.8957815,3719.438
1.3750115712483764,258.99182,6.69905,0.2905007680257146,114.2745,1.9954014,1.6281284968058307,138.80588,2.3475513,1172.0015
1.2575138092040992,261.9492,6.5187044,0.8187781651814777,288.4114,3.6090708,2.0573836644490613,290.15317000000005,1.7491755,1302.0848
2.273929087320966,86.72738000000001,1.9266081000000002,4.688036092122403,114.78125,4.4639050000000005,4.168367195129403,220.31082,5.967157,1485.4852
3.155710983276372,253.91681,8.995573,4.473289616902676,291.2566,3.9734230000000004,4.835446484883635,89.374596,3.645145,2802.6982
4.9270119349161865,204.97247,2.71215,7.229691251118981,298.6714,3.1653173,7.975816790262847,257.03817999999995,9.673249,2406.0159
3.738120206197112,297.08572000000004,6.2609053,5.012113062540695,307.5262,2.8936662999999996,6.4724437077840165,236.14685,1.7251723,1229.887
5.979535230000817,90.15205,3.4877365,7.10567938486735,248.98408999999998,2.4519367,6.674695332845046,289.91074,4.4899835999999995,698.05164
4.405676651000984,127.28971999999999,6.23131,7.212430191040043,95.702835,10.394563,8.086703491210924,96.64668,10.221501,6628.1797
7.492122459411613,94.50178000000001,9.607382000000001,9.074559275309248,134.69775,4.6724005,7.961376444498682,305.9552,3.7440697999999997,3132.2903
